Fecha_Hora,Temperatura_C,Humedad_Pct,Ventilador,Bomba_Riego,Luminosidad_Lux,Iluminacion_LED
2026-05-17 09:49:03,44.5,29.07,True,True,12011.1,0.0
2026-05-17 09:49:05,43.52,30.06,True,True,11209.22,0.0
2026-05-17 09:49:07,44.18,28.22,True,True,10061.91,0.0
2026-05-17 09:49:09,44.92,25.94,True,True,12055.28,0.0
2026-05-17 09:49:11,48.08,23.53,True,True,14772.31,0.0
2026-05-17 09:49:13,26.2,62.67,False,True,6000.0,29.03
2026-05-17 09:49:16,27.46,62.1,False,True,6000.0,33.51
2026-05-17 09:49:18,25.49,63.54,False,True,6000.0,47.31
2026-05-17 09:49:20,25.0,62.38,False,True,6000.0,49.06
2026-05-17 09:49:22,26.55,62.11,False,True,6000.0,39.38
2026-05-17 09:49:24,25.2,64.73,False,True,6000.0,48.23
2026-05-17 09:49:26,25.95,62.1,False,True,6000.0,39.39
2026-05-17 09:49:28,26.34,63.39,False,True,6000.0,41.76
2026-05-17 09:49:30,26.94,61.59,False,True,6000.0,30.26
2026-05-17 09:49:32,26.05,63.13,False,True,6000.0,37.18
2026-05-17 09:49:34,27.41,62.54,False,True,6000.0,27.07
2026-05-17 09:49:37,25.89,63.67,False,True,6000.0,38.09
2026-05-17 09:49:39,28.43,59.99,True,True,6000.0,28.86
2026-05-17 09:49:41,26.23,60.56,False,True,6000.0,34.08
2026-05-17 09:49:43,25.63,62.29,False,True,6000.0,40.91
2026-05-17 09:49:45,25.64,62.39,False,True,6000.0,43.42
2026-05-17 09:49:47,25.99,62.69,False,True,6000.0,43.08
2026-05-17 09:49:49,28.23,60.8,True,True,6000.0,21.35
2026-05-17 09:49:51,24.66,61.15,False,True,6000.0,48.52
2026-05-17 09:49:53,27.66,59.53,False,True,6000.0,31.85
2026-05-17 09:49:55,28.22,62.26,True,True,6000.0,20.74
2026-05-17 09:49:58,26.27,63.74,False,True,6000.0,38.14
2026-05-17 09:50:00,26.01,63.43,False,True,6000.0,49.25
2026-05-17 09:50:02,27.86,60.34,False,True,6000.0,26.41
2026-05-17 09:50:04,25.29,63.04,False,True,6000.0,49.72
2026-05-17 09:50:06,28.79,58.53,True,True,6000.0,23.51
2026-05-17 09:50:08,26.12,62.45,False,True,6000.0,29.42
2026-05-17 09:50:10,27.13,61.85,False,True,6000.0,27.3
2026-05-17 09:50:12,26.02,64.22,False,True,6000.0,44.9
2026-05-17 09:50:14,26.0,63.33,False,True,6000.0,39.12
2026-05-17 09:50:16,26.04,62.5,False,True,6000.0,46.14
2026-05-17 09:50:19,27.9,59.17,False,True,6000.0,30.59
2026-05-17 09:50:21,27.09,63.0,False,True,6000.0,41.15
2026-05-17 09:50:23,27.36,62.08,False,True,6000.0,31.71
2026-05-17 09:50:25,26.46,62.01,False,True,6000.0,44.65
2026-05-17 09:50:27,28.02,62.56,True,True,6000.0,33.79
2026-05-17 09:50:29,26.36,61.04,False,True,6000.0,25.7
2026-05-17 09:50:31,27.45,59.27,False,True,6000.0,37.68
2026-05-17 09:50:33,28.66,61.29,True,True,6000.0,20.14
2026-05-17 09:50:35,24.79,61.76,False,True,6000.0,45.45
2026-05-17 09:50:37,27.67,56.99,False,True,6000.0,27.97
2026-05-17 09:50:39,27.64,61.47,False,True,6000.0,37.34
2026-05-17 09:50:42,27.88,62.38,False,True,6000.0,28.01
2026-05-17 09:50:44,26.48,62.53,False,True,6000.0,48.79
2026-05-17 09:50:46,28.84,56.98,True,True,6000.0,20.7
2026-05-17 09:50:48,26.58,62.73,False,True,6000.0,29.73
2026-05-17 09:50:50,28.84,58.37,True,True,6000.0,23.51
2026-05-17 09:50:52,27.26,62.21,False,True,6000.0,23.31
2026-05-17 09:50:54,27.75,61.23,False,True,6000.0,30.28
2026-05-17 09:50:56,27.77,63.32,False,True,6000.0,42.25
2026-05-17 09:50:58,27.09,62.39,False,True,6000.0,40.57
2026-05-17 09:51:00,26.58,63.39,False,True,6000.0,49.52
2026-05-17 09:51:03,28.61,60.25,True,True,6000.0,25.14
2026-05-17 09:51:05,26.71,62.75,False,True,6000.0,29.36
2026-05-17 09:51:07,28.16,58.91,True,True,6000.0,29.58
2026-05-17 09:51:09,26.35,61.08,False,True,6000.0,38.59
2026-05-17 09:51:11,26.64,60.84,False,True,6000.0,46.51
2026-05-17 09:51:13,50.01,0.07,True,True,14798.4,0.0
2026-05-17 09:51:15,46.42,26.36,True,True,11703.88,0.0
2026-05-17 09:51:17,48.4,23.61,True,True,14417.86,0.0
2026-05-17 09:51:19,47.23,28.58,True,True,12886.15,0.0
2026-05-17 09:51:21,46.86,26.24,True,True,12621.43,0.0
2026-05-17 09:51:24,45.62,28.38,True,True,10472.05,0.0
2026-05-17 09:51:26,26.23,61.49,False,True,6000.0,34.94
2026-05-17 09:51:28,27.51,60.4,False,True,6000.0,36.92
2026-05-17 09:51:30,28.51,61.02,True,True,6000.0,38.38
2026-05-17 09:51:32,27.0,61.73,False,True,6000.0,37.88
2026-05-17 09:51:34,28.35,59.08,True,True,6000.0,32.18
2026-05-17 09:51:36,27.24,61.78,False,True,6000.0,30.2
2026-05-17 09:51:38,26.74,62.35,False,True,6000.0,45.99
2026-05-17 09:51:40,25.96,61.31,False,True,6000.0,48.55
2026-05-17 09:51:42,27.05,60.38,False,True,6000.0,42.73
2026-05-17 09:51:45,26.7,60.57,False,True,6000.0,45.23
2026-05-17 09:51:47,26.32,61.96,False,True,6000.0,47.8
2026-05-17 09:51:49,29.0,57.01,True,True,6000.0,22.49
2026-05-17 09:51:51,27.33,59.82,False,True,6000.0,31.34
2026-05-17 09:51:53,32.27,71.0,True,False,6000.0,41.98
2026-05-17 09:51:55,45.35,62.87,True,False,6000.0,51.96
2026-05-17 09:51:57,40.2,63.21,True,False,6000.0,45.76
2026-05-17 09:51:59,36.27,64.88,True,False,6000.0,44.13
2026-05-17 09:52:01,45.51,62.33,True,False,6000.0,47.76
2026-05-17 09:52:03,41.17,63.73,True,False,6000.0,49.74
2026-05-17 09:52:06,45.42,63.54,True,False,6000.0,51.68
2026-05-17 09:52:08,36.68,66.27,True,False,6000.0,45.36
2026-05-17 09:52:10,47.06,62.39,True,False,6000.0,54.01
2026-05-17 09:52:12,39.15,64.73,True,False,6000.0,44.28
2026-05-17 09:52:14,38.59,64.57,True,False,6000.0,48.88
2026-05-17 09:52:16,43.38,63.58,True,False,6000.0,45.03
2026-05-17 09:52:18,47.61,60.18,True,False,6000.0,51.91
2026-05-17 09:52:20,35.65,65.59,True,False,6000.0,47.22
2026-05-17 09:52:22,42.72,63.3,True,False,6000.0,47.41
2026-05-17 09:52:24,45.98,61.81,True,False,6000.0,50.18
2026-05-17 09:52:27,48.82,61.73,True,False,6000.0,54.29
2026-05-17 09:52:29,44.87,61.24,True,False,6000.0,46.08
2026-05-17 09:52:31,43.75,63.29,True,False,6000.0,49.45
2026-05-17 09:52:33,46.87,17.71,True,True,10883.3,0.0
2026-05-17 09:52:35,47.05,27.16,True,True,12297.85,0.0
2026-05-17 09:52:37,47.33,25.79,True,True,11416.56,0.0
2026-05-17 09:52:39,46.25,27.88,True,True,10395.03,0.0
2026-05-17 09:52:41,48.72,21.93,True,True,14204.51,0.0
2026-05-17 09:52:43,47.24,25.25,True,True,11562.12,0.0
2026-05-17 09:52:45,49.92,21.98,True,True,14578.04,0.0
2026-05-17 09:52:47,48.67,24.42,True,True,14144.75,0.0
2026-05-17 09:52:50,46.41,26.01,True,True,10285.77,0.0
2026-05-17 09:52:52,49.65,20.69,True,True,14054.06,0.0
2026-05-17 09:52:54,49.07,24.45,True,True,14787.03,0.0
2026-05-17 09:52:56,46.57,25.5,True,True,12225.85,0.0
2026-05-17 09:52:58,46.79,27.2,True,True,10873.74,0.0
2026-05-17 09:53:00,48.79,22.25,True,True,13537.67,0.0
2026-05-17 09:53:02,48.36,26.12,True,True,13564.69,0.0
2026-05-17 09:53:04,47.52,26.06,True,True,12198.2,0.0
2026-05-17 09:53:06,46.51,26.84,True,True,11238.84,0.0
2026-05-17 09:53:08,48.65,24.08,True,True,13892.2,0.0
2026-05-17 09:53:11,46.37,27.62,True,True,11091.43,0.0
2026-05-17 09:53:13,46.91,26.4,True,True,10285.83,0.0
2026-05-17 09:53:15,48.65,24.06,True,True,12388.97,0.0
2026-05-17 09:53:17,37.04,67.25,True,True,6000.0,46.64
2026-05-17 09:53:19,42.66,66.57,True,True,6000.0,48.47
2026-05-17 09:53:21,35.36,67.63,True,True,6000.0,43.21
2026-05-17 09:53:23,44.74,64.42,True,True,6000.0,45.22
2026-05-17 09:53:25,46.27,66.47,True,True,6000.0,49.06
2026-05-17 09:53:27,42.7,66.39,True,True,6000.0,41.53
2026-05-17 09:53:30,45.27,66.44,True,True,6000.0,47.28
2026-05-17 09:53:32,48.14,62.75,True,True,6000.0,42.54
2026-05-17 09:53:34,48.03,26.59,True,True,12346.1,0.0
2026-05-17 09:53:36,48.73,24.9,True,True,14734.06,0.0
2026-05-17 09:53:38,46.24,25.62,True,True,10394.1,0.0
2026-05-17 09:53:40,47.26,23.7,True,True,12899.74,0.0
2026-05-17 09:53:42,47.92,25.13,True,True,12061.35,0.0
2026-05-17 09:53:44,49.27,23.66,True,True,14446.23,0.0
2026-05-17 09:53:46,49.47,26.26,True,True,14987.41,0.0
2026-05-17 12:50:33,26.37,57.84,False,True,11636.99,0.0
2026-05-17 12:50:35,26.22,58.65,False,False,14954.38,0.0
2026-05-17 12:50:37,27.85,56.25,False,False,14350.11,0.0
2026-05-17 12:50:39,28.31,54.8,False,False,14977.4,0.0
2026-05-17 12:50:41,29.25,52.47,True,True,10445.69,0.0
2026-05-17 12:50:43,33.3,38.47,True,True,14104.12,0.0
2026-05-17 12:50:46,34.57,32.31,True,True,13003.85,0.0
2026-05-17 12:50:48,35.53,29.23,True,True,14516.38,0.0
2026-05-17 12:50:50,36.25,28.4,True,True,11282.95,0.0
2026-05-17 12:50:52,36.9,29.35,True,True,10916.88,0.0
2026-05-17 12:50:54,37.61,28.37,True,True,14028.44,0.0
2026-05-17 12:50:56,37.85,28.93,True,True,14476.21,0.0
2026-05-17 12:50:58,36.8,29.89,True,True,14268.93,0.0
2026-05-17 12:51:00,36.97,28.53,True,True,10216.56,0.0
2026-05-17 12:51:02,37.5,30.36,True,True,10281.09,0.0
2026-05-17 12:51:04,37.46,30.86,True,True,10361.72,0.0
2026-05-17 12:51:07,37.14,29.77,True,True,13375.53,0.0
2026-05-17 12:51:09,37.38,29.78,True,True,10378.14,0.0
2026-05-17 12:51:11,37.11,29.91,True,True,11064.28,0.0
2026-05-17 12:51:13,37.59,29.26,True,True,10440.37,0.0
2026-05-17 12:51:15,37.34,30.41,True,True,10486.82,0.0
2026-05-17 12:51:17,37.12,29.52,True,True,12241.49,0.0
2026-05-17 12:51:19,37.7,28.8,True,True,11040.82,0.0
2026-05-17 12:51:21,37.85,28.59,True,True,14892.53,0.0
2026-05-17 12:51:23,37.98,28.56,True,True,13636.72,0.0
2026-05-17 12:51:25,45.66,15.29,True,True,10702.96,0.0
2026-05-17 12:51:27,46.57,27.06,True,True,11820.01,0.0
2026-05-17 12:51:30,46.77,27.41,True,True,12985.3,0.0
2026-05-17 12:51:32,46.15,28.7,True,True,11365.05,0.0
2026-05-17 12:51:34,47.52,23.63,True,True,12379.51,0.0
2026-05-17 12:51:36,46.83,27.48,True,True,10521.25,0.0
2026-05-17 12:51:38,47.63,23.15,True,True,13293.38,0.0
2026-05-17 12:51:40,46.33,26.61,True,True,10867.2,0.0
2026-05-17 12:51:42,46.79,25.52,True,True,11582.92,0.0
2026-05-17 12:51:44,49.5,24.69,True,True,13912.4,0.0
2026-05-17 12:51:46,48.64,26.27,True,True,13608.23,0.0
2026-05-17 12:51:48,45.95,26.33,True,True,10284.16,0.0
2026-05-17 12:51:51,48.29,23.9,True,True,14245.42,0.0
2026-05-17 12:51:53,46.13,27.17,True,True,10693.75,0.0
2026-05-17 12:51:55,48.52,23.76,True,True,13810.21,0.0
2026-05-17 12:51:57,48.92,25.12,True,True,14996.51,0.0
2026-05-17 12:51:59,50.2,51.61,True,True,11270.97,100.0
2026-05-17 12:52:01,13.85,75.78,False,False,639.85,0.0
2026-05-17 12:52:03,14.9,73.41,False,False,682.38,0.0
2026-05-17 12:52:05,49.67,48.71,True,True,11384.66,100.0
2026-05-17 12:52:07,50.23,50.56,True,True,10596.75,100.0
2026-05-17 12:52:09,49.95,51.23,True,True,10899.62,100.0
2026-05-17 12:52:12,13.18,76.14,False,False,681.84,0.0
2026-05-17 12:52:14,15.34,72.27,False,False,1540.53,0.0
2026-05-17 12:52:16,50.15,50.07,True,True,10656.36,100.0
2026-05-17 12:52:18,50.26,50.72,True,True,10572.36,100.0
2026-05-17 12:52:20,14.49,75.67,False,False,11641.08,100.0
2026-05-17 12:52:22,14.91,72.91,False,False,574.65,0.0
2026-05-17 12:52:24,14.72,74.42,False,False,1041.12,0.0
2026-05-17 12:52:26,49.92,47.79,True,True,11041.11,100.0
2026-05-17 12:52:28,49.94,52.19,True,True,11641.53,100.0
2026-05-17 12:52:30,14.45,75.78,False,False,11783.77,100.0
2026-05-17 12:52:33,15.51,72.47,False,False,1702.86,0.0
2026-05-17 12:52:35,15.53,74.44,False,False,1787.8,0.0
2026-05-17 12:52:37,49.87,49.01,True,True,10728.73,100.0
2026-05-17 12:52:39,50.21,51.7,True,True,11106.41,100.0
2026-05-17 12:52:41,50.02,52.51,True,True,10887.2,100.0
2026-05-17 12:52:43,14.85,75.41,False,False,1901.37,0.0
2026-05-17 12:52:45,15.52,72.19,False,False,1637.44,0.0
2026-05-17 12:52:47,50.26,49.12,True,True,11202.89,100.0
2026-05-17 12:52:49,49.68,49.75,True,True,11294.0,100.0
2026-05-17 12:52:51,14.7,75.87,False,False,11720.41,100.0
2026-05-17 12:52:54,15.54,72.63,False,False,989.41,0.0
2026-05-17 12:52:56,15.36,71.98,False,False,1504.43,0.0
2026-05-17 12:52:58,50.35,50.09,True,True,11184.67,100.0
2026-05-17 12:53:00,49.76,49.77,True,True,11601.53,100.0
2026-05-17 12:53:02,14.15,75.87,False,False,10842.59,100.0
2026-05-17 12:53:04,15.77,69.88,False,False,1616.69,0.0
2026-05-17 12:53:06,15.53,75.17,False,False,1489.32,0.0
2026-05-17 12:53:08,49.51,49.67,True,True,10793.25,100.0
2026-05-17 12:53:10,50.17,50.26,True,True,10759.5,100.0
2026-05-17 12:53:12,49.87,50.37,True,True,10617.23,100.0
2026-05-17 12:53:15,14.08,76.51,False,False,1520.62,0.0
2026-05-17 12:53:17,16.02,71.61,False,False,1665.49,0.0
2026-05-17 12:53:19,49.93,48.88,True,True,11015.22,100.0
2026-05-17 12:53:21,50.43,50.7,True,True,11117.14,100.0
2026-05-17 12:53:23,14.15,74.14,False,False,11384.64,100.0
2026-05-17 12:53:25,16.18,72.4,False,False,1400.25,0.0
2026-05-17 12:53:27,15.64,73.17,False,False,1460.93,0.0
2026-05-17 12:53:29,49.75,49.44,True,True,11464.1,100.0
2026-05-17 12:53:31,50.23,51.43,True,True,11453.3,100.0
2026-05-17 12:53:34,49.61,49.78,True,True,11190.79,100.0
2026-05-17 12:53:36,13.73,75.18,False,False,1460.45,0.0
2026-05-17 12:53:38,14.87,71.57,False,False,1137.66,0.0
2026-05-17 12:53:40,50.22,46.36,True,True,11625.03,100.0
2026-05-17 12:53:42,49.9,50.29,True,True,10547.36,100.0
2026-05-17 12:53:44,14.68,75.52,False,False,11670.84,100.0
2026-05-17 12:53:46,14.46,73.95,False,False,920.64,0.0
2026-05-17 12:53:48,15.39,71.63,False,False,1772.01,0.0
2026-05-17 12:53:50,50.19,49.42,True,True,10839.75,100.0
2026-05-17 12:53:53,49.93,49.81,True,True,10786.81,100.0
2026-05-17 12:53:55,14.55,76.14,False,False,11774.71,100.0
2026-05-17 12:53:57,15.76,72.65,False,False,974.0,0.0
2026-05-17 12:53:59,15.24,75.18,False,False,1188.81,0.0
2026-05-17 12:54:01,50.25,48.72,True,True,11289.11,100.0
2026-05-17 12:54:03,50.38,51.45,True,True,11821.23,100.0
2026-05-17 12:54:05,49.77,51.89,True,True,11195.39,100.0
2026-05-17 12:54:07,14.02,75.35,False,False,1057.69,0.0
2026-05-17 12:54:09,15.66,72.79,False,False,1011.12,0.0
2026-05-17 12:54:11,49.55,48.98,True,True,11449.2,100.0
2026-05-17 12:54:14,49.51,49.77,True,True,11091.84,100.0
2026-05-17 12:54:16,50.2,51.06,True,True,11828.01,100.0
2026-05-17 12:54:18,13.32,74.76,False,False,872.35,0.0
2026-05-17 12:54:20,16.6,70.23,False,False,1809.01,0.0
2026-05-17 12:54:22,50.18,48.87,True,True,11098.62,100.0
2026-05-17 12:54:24,50.41,50.02,True,True,11079.82,100.0
2026-05-17 12:54:26,49.73,49.57,True,True,11183.68,100.0
2026-05-17 12:54:28,14.14,75.56,False,False,1546.78,0.0
2026-05-17 12:54:30,15.13,73.46,False,False,1677.02,0.0
2026-05-17 12:54:33,50.03,49.39,True,True,11165.47,100.0
2026-05-17 12:54:35,50.42,50.09,True,True,10543.55,100.0
2026-05-17 12:54:37,14.5,76.08,False,False,11328.12,100.0
2026-05-17 12:54:39,16.19,70.87,False,False,1790.76,0.0
2026-05-17 12:57:31,24.59,60.17,False,True,11526.39,100.0
2026-05-17 12:57:33,22.97,63.1,False,False,11689.45,100.0
2026-05-17 12:57:35,23.13,62.92,False,False,646.36,0.0
2026-05-17 12:57:37,22.56,63.36,False,False,919.1,0.0
2026-05-17 12:57:39,21.84,64.01,False,True,11966.64,100.0
2026-05-17 12:57:41,20.62,66.42,False,False,11647.5,100.0
2026-05-17 12:57:44,15.04,74.93,False,False,10817.89,100.0
2026-05-17 12:57:46,15.33,72.55,False,False,1454.12,0.0
2026-05-17 12:57:48,14.68,75.05,False,False,1171.86,0.0
2026-05-17 12:57:50,19.01,72.0,False,False,10838.55,100.0
2026-05-17 12:57:52,17.71,72.8,False,False,10875.85,100.0
2026-05-17 12:57:54,15.18,75.29,False,False,10773.78,100.0
2026-05-17 12:57:56,13.96,75.0,False,False,825.48,0.0
2026-05-17 12:57:58,14.9,73.85,False,False,1365.85,0.0
2026-05-17 12:58:00,19.59,72.29,False,False,11587.08,100.0
2026-05-17 12:58:02,18.15,73.52,False,False,10904.04,100.0
2026-05-17 12:58:05,15.37,73.73,False,False,11287.25,100.0
2026-05-17 12:58:07,15.3,73.77,False,False,1376.08,0.0
2026-05-17 12:58:09,15.95,72.84,False,False,1752.53,0.0
2026-05-17 12:58:11,19.33,74.06,False,False,11573.32,100.0
2026-05-17 12:58:13,16.52,74.67,False,False,11844.18,100.0
2026-05-17 12:58:15,14.5,74.3,False,False,10646.24,100.0
2026-05-17 12:58:17,16.22,71.53,False,False,1858.1,0.0
2026-05-17 12:58:19,14.77,73.62,False,False,957.17,0.0
2026-05-17 12:58:21,19.26,72.23,False,False,11496.65,100.0
2026-05-17 12:58:23,18.94,73.13,False,False,11499.03,100.0
2026-05-17 12:58:26,15.77,74.1,False,False,11564.58,100.0
2026-05-17 12:58:28,14.79,74.69,False,False,971.51,0.0
2026-05-17 12:58:30,14.85,73.23,False,False,1356.01,0.0
2026-05-17 12:58:32,20.12,71.78,False,False,11687.3,100.0
2026-05-17 12:58:34,16.2,74.53,False,False,11921.08,100.0
2026-05-17 12:58:36,14.79,74.33,False,False,11193.0,100.0
2026-05-17 12:58:38,15.05,73.57,False,False,895.83,0.0
2026-05-17 12:58:40,16.48,71.21,False,False,1920.29,0.0
2026-05-17 12:58:42,18.87,73.13,False,False,11498.37,100.0
2026-05-17 12:58:45,19.53,72.92,False,False,11771.78,100.0
2026-05-17 12:58:47,14.31,73.84,False,False,10709.86,100.0
2026-05-17 12:58:49,14.62,74.63,False,False,950.0,0.0
2026-05-17 12:58:51,15.16,73.5,False,False,1128.41,0.0
2026-05-17 12:58:53,19.04,72.82,False,False,11685.66,100.0
2026-05-17 12:58:55,18.18,73.66,False,False,11055.37,100.0
2026-05-17 12:58:57,15.28,73.82,False,False,10782.36,100.0
2026-05-17 12:58:59,14.43,73.3,False,False,822.62,0.0
2026-05-17 12:59:01,16.76,70.39,False,False,1864.73,0.0
2026-05-17 12:59:04,19.33,72.67,False,False,11467.59,100.0
2026-05-17 12:59:06,18.4,73.77,False,False,10620.05,100.0
2026-05-17 12:59:08,16.57,74.96,False,False,11644.94,100.0
2026-05-17 12:59:10,15.21,73.21,False,False,1626.68,0.0
2026-05-17 12:59:12,15.23,74.79,False,False,850.55,0.0
2026-05-17 12:59:14,19.4,73.0,False,False,11566.79,100.0
2026-05-17 12:59:16,16.43,75.24,False,False,11836.17,100.0
2026-05-17 12:59:18,50.42,-0.13,True,True,10347.51,0.0
2026-05-17 12:59:20,47.94,25.98,True,True,12791.68,0.0
2026-05-17 12:59:23,47.29,25.0,True,True,11497.74,0.0
2026-05-17 12:59:25,48.27,23.44,True,True,12356.22,0.0
2026-05-17 12:59:27,48.42,25.12,True,True,13772.48,0.0
2026-05-17 12:59:29,48.15,25.36,True,True,13409.43,0.0
2026-05-17 12:59:31,46.39,26.0,True,True,10015.51,0.0
2026-05-17 12:59:33,48.01,22.8,True,True,13773.17,0.0
2026-05-17 12:59:35,49.43,25.51,True,True,14567.54,0.0
2026-05-17 12:59:37,47.03,25.46,True,True,10941.92,0.0
2026-05-17 12:59:39,49.43,20.63,True,True,14808.94,0.0
2026-05-17 12:59:41,47.13,26.09,True,True,12090.92,0.0
2026-05-17 12:59:44,48.71,24.69,True,True,13506.7,0.0
2026-05-17 12:59:46,46.24,24.77,True,True,10017.4,0.0
2026-05-17 12:59:48,48.76,21.31,True,True,13922.93,0.0
2026-05-17 12:59:50,47.64,25.09,True,True,12124.97,0.0
2026-05-17 12:59:52,47.04,26.43,True,True,10441.9,0.0
2026-05-17 12:59:54,45.95,25.7,True,True,10147.53,0.0
2026-05-17 12:59:56,46.39,24.36,True,True,10597.64,0.0
2026-05-17 12:59:58,27.5,59.77,False,True,13571.23,100.0
2026-05-17 13:00:00,17.97,75.42,False,False,10805.14,100.0
2026-05-17 13:00:02,16.33,74.66,False,False,1823.12,0.0
2026-05-17 13:00:05,15.32,73.3,False,False,586.56,0.0
2026-05-17 13:00:07,19.17,72.94,False,False,10959.92,100.0
2026-05-17 13:00:09,18.68,73.04,False,False,10926.54,100.0
