2026-05-15 10:13:05 | Temp: 24.51°C | Hum: 59.58% | Vent: False | Riego: False
2026-05-15 10:13:52 | Temp: 24.24°C | Hum: 59.41% | Vent: False | Riego: False
2026-05-15 10:13:54 | Temp: 23.74°C | Hum: 58.95% | Vent: False | Riego: False
2026-05-15 10:13:56 | Temp: 23.65°C | Hum: 58.78% | Vent: False | Riego: False
2026-05-15 10:13:58 | Temp: 23.5°C | Hum: 58.46% | Vent: False | Riego: False
2026-05-15 10:14:00 | Temp: 23.02°C | Hum: 58.73% | Vent: False | Riego: False
2026-05-15 10:14:02 | Temp: 22.58°C | Hum: 58.24% | Vent: False | Riego: False
2026-05-15 10:14:04 | Temp: 22.8°C | Hum: 57.9% | Vent: False | Riego: False
2026-05-15 10:14:06 | Temp: 22.34°C | Hum: 58.12% | Vent: False | Riego: False
2026-05-15 10:14:08 | Temp: 22.26°C | Hum: 57.95% | Vent: False | Riego: False
2026-05-15 10:14:10 | Temp: 21.96°C | Hum: 57.77% | Vent: False | Riego: False
2026-05-15 10:14:12 | Temp: 22.39°C | Hum: 57.77% | Vent: False | Riego: False
2026-05-15 10:14:14 | Temp: 22.11°C | Hum: 57.72% | Vent: False | Riego: False
2026-05-15 10:14:16 | Temp: 21.9°C | Hum: 57.27% | Vent: False | Riego: False
2026-05-15 10:14:18 | Temp: 21.72°C | Hum: 57.11% | Vent: False | Riego: False
2026-05-15 10:14:20 | Temp: 21.83°C | Hum: 57.13% | Vent: False | Riego: False
2026-05-15 10:14:22 | Temp: 21.66°C | Hum: 57.35% | Vent: False | Riego: False
2026-05-15 10:14:24 | Temp: 21.77°C | Hum: 57.15% | Vent: False | Riego: False
2026-05-15 10:14:26 | Temp: 21.95°C | Hum: 57.35% | Vent: False | Riego: False
2026-05-15 10:14:28 | Temp: 22.41°C | Hum: 57.01% | Vent: False | Riego: False
2026-05-15 10:14:30 | Temp: 22.83°C | Hum: 57.23% | Vent: False | Riego: False
2026-05-15 10:14:32 | Temp: 23.15°C | Hum: 57.25% | Vent: False | Riego: False
2026-05-15 10:14:34 | Temp: 23.07°C | Hum: 57.2% | Vent: False | Riego: False
2026-05-15 10:14:36 | Temp: 23.09°C | Hum: 56.95% | Vent: False | Riego: False
2026-05-15 10:14:38 | Temp: 23.19°C | Hum: 57.13% | Vent: False | Riego: False
2026-05-15 10:14:40 | Temp: 23.57°C | Hum: 56.65% | Vent: False | Riego: False
2026-05-15 10:14:42 | Temp: 23.36°C | Hum: 56.45% | Vent: False | Riego: False
2026-05-15 10:14:44 | Temp: 23.4°C | Hum: 56.87% | Vent: False | Riego: False
2026-05-15 10:14:46 | Temp: 23.4°C | Hum: 57.32% | Vent: False | Riego: False
2026-05-15 10:14:48 | Temp: 23.66°C | Hum: 57.4% | Vent: False | Riego: False
2026-05-15 10:14:50 | Temp: 23.87°C | Hum: 57.81% | Vent: False | Riego: False
2026-05-15 10:14:52 | Temp: 23.63°C | Hum: 57.67% | Vent: False | Riego: False
2026-05-15 10:14:54 | Temp: 23.76°C | Hum: 57.65% | Vent: False | Riego: False
2026-05-15 10:14:56 | Temp: 23.9°C | Hum: 57.67% | Vent: False | Riego: False
2026-05-15 10:14:58 | Temp: 23.87°C | Hum: 57.74% | Vent: False | Riego: False
2026-05-15 10:15:00 | Temp: 23.93°C | Hum: 57.36% | Vent: False | Riego: False
2026-05-15 10:15:02 | Temp: 23.57°C | Hum: 56.94% | Vent: False | Riego: False
2026-05-15 10:15:04 | Temp: 23.33°C | Hum: 57.44% | Vent: False | Riego: False
2026-05-15 10:15:06 | Temp: 23.58°C | Hum: 57.93% | Vent: False | Riego: False
2026-05-15 10:15:08 | Temp: 23.6°C | Hum: 57.89% | Vent: False | Riego: False
2026-05-15 10:15:10 | Temp: 23.64°C | Hum: 57.43% | Vent: False | Riego: False
2026-05-15 10:15:12 | Temp: 23.67°C | Hum: 57.45% | Vent: False | Riego: False
2026-05-15 10:15:14 | Temp: 23.52°C | Hum: 57.84% | Vent: False | Riego: False
2026-05-15 10:15:16 | Temp: 23.33°C | Hum: 58.23% | Vent: False | Riego: False
2026-05-15 10:15:18 | Temp: 23.17°C | Hum: 57.82% | Vent: False | Riego: False
2026-05-15 10:15:20 | Temp: 23.18°C | Hum: 58.27% | Vent: False | Riego: False
2026-05-15 10:15:22 | Temp: 22.84°C | Hum: 58.65% | Vent: False | Riego: False
2026-05-15 10:15:24 | Temp: 22.57°C | Hum: 58.55% | Vent: False | Riego: False
2026-05-15 10:15:26 | Temp: 22.49°C | Hum: 58.43% | Vent: False | Riego: False
2026-05-15 10:15:28 | Temp: 22.19°C | Hum: 58.19% | Vent: False | Riego: False
2026-05-15 10:15:30 | Temp: 21.77°C | Hum: 58.47% | Vent: False | Riego: False
2026-05-15 10:15:32 | Temp: 22.01°C | Hum: 58.59% | Vent: False | Riego: False
2026-05-15 10:15:34 | Temp: 21.62°C | Hum: 58.2% | Vent: False | Riego: False
2026-05-15 10:15:36 | Temp: 22.03°C | Hum: 58.46% | Vent: False | Riego: False
2026-05-15 10:15:38 | Temp: 21.61°C | Hum: 58.64% | Vent: False | Riego: False
2026-05-15 10:15:40 | Temp: 21.49°C | Hum: 58.29% | Vent: False | Riego: False
2026-05-15 10:15:42 | Temp: 21.41°C | Hum: 58.69% | Vent: False | Riego: False
2026-05-15 10:15:44 | Temp: 21.37°C | Hum: 58.54% | Vent: False | Riego: False
2026-05-15 10:15:46 | Temp: 21.27°C | Hum: 59.02% | Vent: False | Riego: False
2026-05-15 10:15:48 | Temp: 21.33°C | Hum: 59.23% | Vent: False | Riego: False
2026-05-15 10:15:50 | Temp: 21.1°C | Hum: 59.31% | Vent: False | Riego: False
2026-05-15 10:15:52 | Temp: 21.59°C | Hum: 59.58% | Vent: False | Riego: False
2026-05-15 10:15:54 | Temp: 21.19°C | Hum: 59.29% | Vent: False | Riego: False
2026-05-15 10:15:56 | Temp: 21.43°C | Hum: 58.83% | Vent: False | Riego: False
2026-05-15 10:15:58 | Temp: 21.05°C | Hum: 58.41% | Vent: False | Riego: False
2026-05-15 10:16:00 | Temp: 20.56°C | Hum: 58.39% | Vent: False | Riego: False
2026-05-15 10:16:02 | Temp: 21.01°C | Hum: 58.69% | Vent: False | Riego: False
2026-05-15 10:16:04 | Temp: 21.08°C | Hum: 58.36% | Vent: False | Riego: False
2026-05-15 10:16:06 | Temp: 20.89°C | Hum: 58.25% | Vent: False | Riego: False
2026-05-15 10:16:08 | Temp: 20.45°C | Hum: 57.76% | Vent: False | Riego: False
2026-05-15 10:16:10 | Temp: 20.89°C | Hum: 57.9% | Vent: False | Riego: False
2026-05-15 10:16:12 | Temp: 20.64°C | Hum: 57.75% | Vent: False | Riego: False
2026-05-15 10:16:14 | Temp: 20.41°C | Hum: 57.77% | Vent: False | Riego: False
